,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 00:48:12.367410,,,,,,
1,Simulation configuration ID,dd12a9a3-ca2b-4681-bae8-d4b988234bf1,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,75.0,aggregator_agent,1318.0,41.0,control_center_agent
0,,,1.0,110.0,generation_agent_39,1157.0,41.0,aggregator_agent
1,,,5.0,547590.0,control_center_agent,1319.0,41.0,aggregator_agent
0,,,2.0,43068.0,generation_agent_38,1156.0,41.0,generation_agent_39
1,,,3.0,43068.0,generation_agent_40,1158.0,41.0,generation_agent_39
2,,,4.0,326459.0,aggregator_agent,1318.0,41.0,generation_agent_39
