,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 17:53:05.862531,,,,,,,,,
1,Simulation configuration ID,ac411e77-6448-465b-897d-33dbbc71ddee,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 67 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_43,0.0,128.0,household_agent_42,30.0,0.0,0.0,30.0,128.0
1,,,household_agent_43,10.0,1194.0,household_agent_42,28.0,0.0,0.0,28.0,1194.0
2,,,household_agent_0,1.0,79.0,household_agent_1,32.0,0.0,0.0,32.0,79.0
3,,,household_agent_0,11.0,1188.0,household_agent_1,41.0,0.0,0.0,41.0,1188.0
4,,,household_agent_29,2.0,101.0,household_agent_28,25.0,0.0,0.0,25.0,101.0
5,,,household_agent_29,12.0,1198.0,household_agent_28,29.0,0.0,0.0,29.0,1198.0
6,,,household_agent_2,3.0,94.0,household_agent_1,22.0,0.0,0.0,22.0,94.0
7,,,household_agent_2,4.0,35.0,household_agent_3,9.0,0.0,0.0,9.0,35.0
8,,,household_agent_2,13.0,1131.0,household_agent_1,18.0,0.0,0.0,18.0,1131.0
9,,,household_agent_2,14.0,1175.0,household_agent_3,22.0,0.0,0.0,22.0,1175.0
10,,,household_agent_42,5.0,83.0,household_agent_43,47.0,0.0,0.0,47.0,83.0
11,,,household_agent_42,15.0,1173.0,household_agent_43,35.0,0.0,0.0,35.0,1173.0
12,,,household_agent_28,6.0,90.0,household_agent_29,23.0,0.0,0.0,23.0,90.0
13,,,household_agent_28,16.0,1188.0,household_agent_29,28.0,0.0,0.0,28.0,1188.0
14,,,household_agent_1,7.0,37.0,household_agent_0,48.0,0.0,0.0,48.0,37.0
15,,,household_agent_1,8.0,40.0,household_agent_2,20.0,0.0,0.0,20.0,40.0
16,,,household_agent_1,17.0,1227.0,household_agent_0,13.0,0.0,0.0,13.0,1227.0
17,,,household_agent_1,18.0,1214.0,household_agent_2,32.0,0.0,0.0,32.0,1214.0
18,,,household_agent_3,9.0,36.0,household_agent_2,17.0,0.0,0.0,17.0,36.0
19,,,household_agent_3,19.0,1215.0,household_agent_2,34.0,0.0,0.0,34.0,1215.0
20,,,household_agent_0,100300.0,404.0,household_agent_1,48.0,37.0,0.0,48.0,404.0
21,,,household_agent_0,100301.0,1808.0,household_agent_1,13.0,1227.0,0.0,13.0,1808.0
22,,,household_agent_1,100400.0,532.0,household_agent_0,32.0,79.0,0.0,32.0,532.0
23,,,household_agent_1,100401.0,769.0,household_agent_2,22.0,94.0,0.0,22.0,769.0
24,,,household_agent_1,100402.0,2008.0,household_agent_2,18.0,1131.0,0.0,18.0,2008.0
25,,,household_agent_1,100403.0,1622.0,household_agent_0,41.0,1188.0,0.0,41.0,1622.0
26,,,household_agent_2,100500.0,529.0,household_agent_3,17.0,36.0,0.0,17.0,529.0
27,,,household_agent_2,100501.0,896.0,household_agent_1,20.0,40.0,0.0,20.0,896.0
28,,,household_agent_2,100502.0,1470.0,household_agent_1,32.0,1214.0,0.0,32.0,1470.0
29,,,household_agent_2,100503.0,2011.0,household_agent_3,34.0,1215.0,0.0,34.0,2011.0
30,,,household_agent_3,100600.0,276.0,household_agent_2,9.0,35.0,0.0,9.0,276.0
31,,,household_agent_3,100601.0,1832.0,household_agent_2,22.0,1175.0,0.0,22.0,1832.0
32,,,household_agent_28,103100.0,528.0,household_agent_29,25.0,101.0,0.0,25.0,528.0
33,,,household_agent_28,103101.0,1473.0,household_agent_29,29.0,1198.0,0.0,29.0,1473.0
34,,,household_agent_29,103200.0,381.0,household_agent_28,23.0,90.0,0.0,23.0,381.0
35,,,household_agent_29,103201.0,1332.0,household_agent_28,28.0,1188.0,0.0,28.0,1332.0
36,,,household_agent_42,104500.0,780.0,household_agent_43,30.0,128.0,0.0,30.0,780.0
37,,,household_agent_42,104501.0,1375.0,household_agent_43,28.0,1194.0,0.0,28.0,1375.0
38,,,household_agent_43,104600.0,832.0,household_agent_42,47.0,83.0,0.0,47.0,832.0
39,,,household_agent_43,104601.0,1633.0,household_agent_42,35.0,1173.0,0.0,35.0,1633.0
