,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:32:13.511143,,,,,,
1,Simulation configuration ID,f5db0f42-764a-4fb0-bd9c-9e742da30b0d,,,,,,
2,Network,SimbenchNetwork_LTE_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,26.0,aggregator_agent,1318.0,191.0,control_center_agent
0,,,1.0,126.0,storage_agent_52,1270.0,191.0,aggregator_agent
1,,,5.0,498467.0,control_center_agent,1319.0,191.0,aggregator_agent
0,,,2.0,128700.0,storage_agent_51,1269.0,191.0,storage_agent_52
1,,,3.0,128700.0,storage_agent_53,1271.0,191.0,storage_agent_52
2,,,4.0,249544.0,aggregator_agent,1318.0,191.0,storage_agent_52
