,Parameter,Value,sender,msgId,timeSend_ms,receiver,packetSize_B_x,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-31 10:07:03.806617,,,,,,,,,
1,Simulation configuration ID,ea2bd75f-2bb3-4754-97a0-90f18d29f5e9,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,household_agent_13,0.0,48.0,household_agent_14,113.0,0.0,53.0,113.0,101.0
1,,,household_agent_13,4.0,244.0,household_agent_14,126.0,0.0,976.0,126.0,1220.0
2,,,household_agent_96,2.0,21.0,household_agent_95,64.0,0.0,3070.0,64.0,3091.0
3,,,household_agent_14,3.0,34.0,household_agent_13,92.0,0.0,70.0,92.0,104.0
4,,,household_agent_13,103100.0,134.0,household_agent_14,92.0,104.0,53.0,92.0,187.0
