,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 15:55:39.246552,,,,,,
1,Simulation configuration ID,bcec3cac-948e-45c4-8245-71713afdc6a9,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,
0,,,0.0,81.0,storage_agent_48,1266.0,991.0,control_center_agent
0,,,1.0,8800.0,storage_agent_47,1265.0,991.0,storage_agent_48
1,,,2.0,8800.0,storage_agent_49,1267.0,991.0,storage_agent_48
2,,,3.0,19559.0,control_center_agent,1319.0,991.0,storage_agent_48
