,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 09:43:07.116876,,,,,,
1,Simulation configuration ID,837598de-ad1d-4e51-8994-ebfb547839ad,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 324 agents and p = 0.5,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,38.0,aggregator_agent,1318.0,191.0,control_center_agent
0,,,1.0,144.0,household_agent_54,1072.0,191.0,aggregator_agent
1,,,6.0,517360.0,control_center_agent,1319.0,191.0,aggregator_agent
0,,,2.0,177545.0,household_agent_53,1071.0,191.0,household_agent_54
1,,,3.0,177545.0,household_agent_55,1073.0,191.0,household_agent_54
2,,,4.0,177545.0,storage_agent_49,1267.0,191.0,household_agent_54
3,,,5.0,267569.0,aggregator_agent,1318.0,191.0,household_agent_54
