,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2025-01-17 00:19:03.763281,,,,,,
1,Simulation configuration ID,2a17975e-e5dd-445c-8044-f4496fcb0c45,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MVLV-rural-all-2-no_sw,,,,,,
3,Communication graph,Small World Overlay Topology with 330 agents and p = 0.5,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,900000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,42.0,aggregator_agent,1324.0,129.0,market_agent
0,,,1.0,209.0,generation_agent_69,1193.0,200.0,aggregator_agent
1,,,2.0,209.0,household_agent_60,1084.0,69.0,aggregator_agent
2,,,3.0,209.0,storage_agent_50,1274.0,61.0,aggregator_agent
3,,,4.0,209.0,generation_agent_83,1207.0,177.0,aggregator_agent
4,,,5.0,209.0,storage_agent_29,1253.0,192.0,aggregator_agent
5,,,6.0,209.0,storage_agent_39,1263.0,152.0,aggregator_agent
6,,,7.0,209.0,generation_agent_14,1138.0,114.0,aggregator_agent
7,,,8.0,209.0,storage_agent_46,1270.0,174.0,aggregator_agent
8,,,9.0,209.0,generation_agent_55,1179.0,181.0,aggregator_agent
9,,,10.0,209.0,storage_agent_66,1290.0,113.0,aggregator_agent
10,,,11.0,209.0,generation_agent_32,1156.0,144.0,aggregator_agent
11,,,12.0,209.0,generation_agent_10,1134.0,75.0,aggregator_agent
12,,,13.0,209.0,generation_agent_66,1190.0,60.0,aggregator_agent
13,,,14.0,209.0,storage_agent_35,1259.0,68.0,aggregator_agent
14,,,15.0,209.0,storage_agent_38,1262.0,151.0,aggregator_agent
15,,,16.0,275.0,generation_agent_69,1193.0,184.0,aggregator_agent
16,,,17.0,275.0,household_agent_60,1084.0,88.0,aggregator_agent
17,,,18.0,275.0,storage_agent_50,1274.0,76.0,aggregator_agent
18,,,19.0,275.0,generation_agent_83,1207.0,177.0,aggregator_agent
19,,,20.0,275.0,storage_agent_29,1253.0,187.0,aggregator_agent
20,,,21.0,275.0,storage_agent_39,1263.0,79.0,aggregator_agent
21,,,22.0,275.0,generation_agent_14,1138.0,60.0,aggregator_agent
22,,,23.0,275.0,storage_agent_46,1270.0,61.0,aggregator_agent
23,,,24.0,275.0,generation_agent_55,1179.0,137.0,aggregator_agent
24,,,25.0,275.0,storage_agent_66,1290.0,185.0,aggregator_agent
25,,,26.0,275.0,generation_agent_32,1156.0,124.0,aggregator_agent
26,,,27.0,275.0,generation_agent_10,1134.0,137.0,aggregator_agent
27,,,28.0,275.0,generation_agent_66,1190.0,117.0,aggregator_agent
28,,,29.0,275.0,storage_agent_35,1259.0,77.0,aggregator_agent
29,,,30.0,275.0,storage_agent_38,1262.0,111.0,aggregator_agent
30,,,31.0,293.0,generation_agent_69,1193.0,93.0,aggregator_agent
31,,,32.0,293.0,household_agent_60,1084.0,105.0,aggregator_agent
32,,,33.0,293.0,storage_agent_50,1274.0,160.0,aggregator_agent
33,,,34.0,293.0,generation_agent_83,1207.0,197.0,aggregator_agent
34,,,35.0,293.0,storage_agent_29,1253.0,78.0,aggregator_agent
35,,,36.0,293.0,storage_agent_39,1263.0,164.0,aggregator_agent
36,,,37.0,293.0,generation_agent_14,1138.0,132.0,aggregator_agent
37,,,38.0,293.0,storage_agent_46,1270.0,164.0,aggregator_agent
38,,,39.0,293.0,generation_agent_55,1179.0,55.0,aggregator_agent
39,,,40.0,293.0,storage_agent_66,1290.0,86.0,aggregator_agent
40,,,41.0,293.0,generation_agent_32,1156.0,190.0,aggregator_agent
41,,,42.0,293.0,generation_agent_10,1134.0,118.0,aggregator_agent
42,,,43.0,293.0,generation_agent_66,1190.0,132.0,aggregator_agent
43,,,44.0,293.0,storage_agent_35,1259.0,123.0,aggregator_agent
44,,,45.0,293.0,storage_agent_38,1262.0,199.0,aggregator_agent
45,,,46.0,379.0,generation_agent_69,1193.0,121.0,aggregator_agent
46,,,47.0,379.0,household_agent_60,1084.0,102.0,aggregator_agent
47,,,48.0,379.0,storage_agent_50,1274.0,67.0,aggregator_agent
48,,,49.0,379.0,generation_agent_83,1207.0,89.0,aggregator_agent
49,,,50.0,379.0,storage_agent_29,1253.0,51.0,aggregator_agent
50,,,51.0,379.0,storage_agent_39,1263.0,82.0,aggregator_agent
51,,,52.0,379.0,generation_agent_14,1138.0,170.0,aggregator_agent
52,,,53.0,379.0,storage_agent_46,1270.0,180.0,aggregator_agent
53,,,54.0,379.0,generation_agent_55,1179.0,130.0,aggregator_agent
54,,,55.0,379.0,storage_agent_66,1290.0,102.0,aggregator_agent
55,,,56.0,379.0,generation_agent_32,1156.0,64.0,aggregator_agent
56,,,57.0,379.0,generation_agent_10,1134.0,155.0,aggregator_agent
57,,,58.0,379.0,generation_agent_66,1190.0,113.0,aggregator_agent
58,,,59.0,379.0,storage_agent_35,1259.0,195.0,aggregator_agent
59,,,60.0,379.0,storage_agent_38,1262.0,57.0,aggregator_agent
60,,,61.0,454.0,generation_agent_69,1193.0,186.0,aggregator_agent
61,,,62.0,454.0,household_agent_60,1084.0,83.0,aggregator_agent
62,,,63.0,454.0,storage_agent_50,1274.0,131.0,aggregator_agent
63,,,64.0,454.0,generation_agent_83,1207.0,97.0,aggregator_agent
64,,,65.0,454.0,storage_agent_29,1253.0,140.0,aggregator_agent
65,,,66.0,454.0,storage_agent_39,1263.0,174.0,aggregator_agent
66,,,67.0,454.0,generation_agent_14,1138.0,191.0,aggregator_agent
67,,,68.0,454.0,storage_agent_46,1270.0,75.0,aggregator_agent
68,,,69.0,454.0,generation_agent_55,1179.0,149.0,aggregator_agent
69,,,70.0,454.0,storage_agent_66,1290.0,121.0,aggregator_agent
70,,,71.0,454.0,generation_agent_32,1156.0,171.0,aggregator_agent
71,,,72.0,454.0,generation_agent_10,1134.0,148.0,aggregator_agent
72,,,73.0,454.0,generation_agent_66,1190.0,174.0,aggregator_agent
73,,,74.0,454.0,storage_agent_35,1259.0,157.0,aggregator_agent
74,,,75.0,454.0,storage_agent_38,1262.0,60.0,aggregator_agent
75,,,76.0,473.0,generation_agent_69,1193.0,67.0,aggregator_agent
76,,,77.0,473.0,household_agent_60,1084.0,127.0,aggregator_agent
77,,,78.0,473.0,storage_agent_50,1274.0,99.0,aggregator_agent
78,,,79.0,473.0,generation_agent_83,1207.0,53.0,aggregator_agent
79,,,80.0,473.0,storage_agent_29,1253.0,81.0,aggregator_agent
80,,,81.0,473.0,storage_agent_39,1263.0,126.0,aggregator_agent
81,,,82.0,473.0,generation_agent_14,1138.0,72.0,aggregator_agent
82,,,83.0,473.0,storage_agent_46,1270.0,100.0,aggregator_agent
83,,,84.0,473.0,generation_agent_55,1179.0,66.0,aggregator_agent
84,,,85.0,473.0,storage_agent_66,1290.0,114.0,aggregator_agent
85,,,86.0,473.0,generation_agent_32,1156.0,101.0,aggregator_agent
86,,,87.0,473.0,generation_agent_10,1134.0,72.0,aggregator_agent
87,,,88.0,473.0,generation_agent_66,1190.0,106.0,aggregator_agent
88,,,89.0,473.0,storage_agent_35,1259.0,197.0,aggregator_agent
89,,,90.0,473.0,storage_agent_38,1262.0,122.0,aggregator_agent
90,,,91.0,508.0,market_agent,1326.0,102.0,aggregator_agent
