,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-31 12:21:42.588109,,,,,,
1,Simulation configuration ID,6e3265d5-123e-4378-9ded-f8e3c3822f47,,,,,,
2,Network,SimbenchNetwork_5G_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Star Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,EVManagementSystem,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,28.0,aggregator_agent,1318.0,436.0,market_agent
0,,,1.0,19.0,aggregator_agent,1318.0,383.0,grid_operator_agent
0,,,2.0,124.0,aggregator_agent,1318.0,472.0,household_agent_2
0,,,3.0,118.0,aggregator_agent,1318.0,406.0,household_agent_63
0,,,4.0,86.0,aggregator_agent,1318.0,768.0,household_agent_15
0,,,5.0,28.0,aggregator_agent,1318.0,740.0,household_agent_31
0,,,6.0,37.0,aggregator_agent,1318.0,927.0,household_agent_79
0,,,7.0,48.0,aggregator_agent,1318.0,476.0,household_agent_16
0,,,8.0,28.0,aggregator_agent,1318.0,295.0,household_agent_20
0,,,9.0,112.0,aggregator_agent,1318.0,715.0,household_agent_25
0,,,10.0,126.0,aggregator_agent,1318.0,748.0,household_agent_94
0,,,11.0,62.0,aggregator_agent,1318.0,510.0,household_agent_5
0,,,12.0,74.0,aggregator_agent,1318.0,216.0,household_agent_30
0,,,13.0,66.0,aggregator_agent,1318.0,485.0,household_agent_10
0,,,14.0,33.0,aggregator_agent,1318.0,853.0,household_agent_28
0,,,15.0,61.0,aggregator_agent,1318.0,207.0,household_agent_22
0,,,16.0,123.0,aggregator_agent,1318.0,892.0,household_agent_4
