,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2025-01-21 14:36:39.858497,,,,,,,,,
1,Simulation configuration ID,9fc4d6a7-736e-4376-8094-dccf4f394d95,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-semiurb4--1-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 65 agents,,,,,,,,,
4,Agent communication pattern,VoltageRegulation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,64.0,grid_infrastructure_agent_1,48.0,grid_infrastructure_agent_0,0.0,44.0,48.0,108.0
1,,,1.0,64.0,grid_infrastructure_agent_2,19.0,grid_infrastructure_agent_0,0.0,55.0,19.0,119.0
2,,,2.0,64.0,grid_infrastructure_agent_0,49.0,grid_infrastructure_agent_1,0.0,47.0,49.0,111.0
3,,,3.0,64.0,grid_infrastructure_agent_2,38.0,grid_infrastructure_agent_1,0.0,58.0,38.0,122.0
4,,,4.0,64.0,grid_infrastructure_agent_0,24.0,grid_infrastructure_agent_2,0.0,69.0,24.0,133.0
5,,,5.0,64.0,grid_infrastructure_agent_1,49.0,grid_infrastructure_agent_2,0.0,80.0,49.0,144.0
6,,,100000.0,224.0,grid_infrastructure_agent_1,49.0,grid_infrastructure_agent_0,111.0,47.0,49.0,271.0
7,,,100001.0,930.0,grid_infrastructure_agent_2,24.0,grid_infrastructure_agent_0,133.0,53.0,24.0,983.0
8,,,100100.0,673.0,grid_infrastructure_agent_0,48.0,grid_infrastructure_agent_1,108.0,47.0,48.0,720.0
9,,,100101.0,706.0,grid_infrastructure_agent_2,49.0,grid_infrastructure_agent_1,144.0,59.0,49.0,765.0
10,,,100200.0,579.0,grid_infrastructure_agent_0,19.0,grid_infrastructure_agent_2,119.0,53.0,19.0,632.0
11,,,100201.0,861.0,grid_infrastructure_agent_1,38.0,grid_infrastructure_agent_2,122.0,53.0,38.0,914.0
