,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-12-29 20:45:45.508409,,,,,,,,,
1,Simulation configuration ID,8464a51e-f3b4-4480-8895-2cc2d265797e,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-MV-urban--1-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 326 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,27.0,aggregator_agent,1318.0,41.0,control_center_agent,0.0,41.0,27.0
1,,,1.0,161.0,household_agent_69,1087.0,41.0,aggregator_agent,0.0,41.0,161.0
2,,,7.0,2299.0,control_center_agent,1319.0,41.0,aggregator_agent,0.0,41.0,2299.0
3,,,2.0,1068.0,household_agent_68,1086.0,41.0,household_agent_69,0.0,41.0,1068.0
4,,,3.0,1068.0,household_agent_70,1088.0,41.0,household_agent_69,0.0,41.0,1068.0
5,,,4.0,1068.0,storage_agent_15,1233.0,41.0,household_agent_69,0.0,41.0,1068.0
6,,,5.0,1068.0,grid_infrastructure_agent_5,1005.0,41.0,household_agent_69,0.0,41.0,1068.0
7,,,6.0,2158.0,aggregator_agent,1318.0,41.0,household_agent_69,0.0,41.0,2158.0
