,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B,sender
0,Start simulation,2024-12-30 18:26:18.266085,,,,,,
1,Simulation configuration ID,cb1eed30-9f1b-44e7-bf0f-facdebb55049,,,,,,
2,Network,SimbenchNetwork_LTE450_1-MV-urban--1-no_sw,,,,,,
3,Communication graph,Ring Overlay Topology with 324 agents,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,
7,Frequency,0,,,,,,
8,Simulation duration,30000,,,,,,
9,Communication mode,COMPLEX,,,,,,
10,System State,SystemState.NORMAL,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,
0,,,0.0,31.0,aggregator_agent,1318.0,991.0,control_center_agent
0,,,1.0,88.0,generation_agent_25,1143.0,991.0,aggregator_agent
1,,,5.0,602460.0,control_center_agent,1319.0,991.0,aggregator_agent
0,,,2.0,248066.0,generation_agent_24,1142.0,991.0,generation_agent_25
1,,,3.0,248066.0,generation_agent_26,1144.0,991.0,generation_agent_25
2,,,4.0,519725.0,aggregator_agent,1318.0,991.0,generation_agent_25
