,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-31 01:41:22.761897,,,,,,,,,
1,Simulation configuration ID,de53c14b-b387-467d-9c9d-0eb92a7bb629,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 15 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,5.0,household_agent_6,75.0,generation_agent_0,0.0,47.0,75.0,52.0
1,,,1.0,5.0,generation_agent_1,140.0,generation_agent_0,0.0,58.0,140.0,63.0
2,,,100600.0,42025.0,generation_agent_0,75.0,household_agent_6,52.0,47.0,75.0,42072.0
3,,,101400.0,45788.0,generation_agent_0,140.0,generation_agent_1,63.0,47.0,140.0,45835.0
