,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-08-04 17:33:33.647664,,,,,,,,,
1,Simulation configuration ID,0ec05eee-f247-454c-9634-d4e721b222da,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 15 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,0.0,24.0,household_agent_10,455.0,household_agent_8,0.0,47.0,455.0,71.0
1,,,1.0,24.0,household_agent_0,988.0,household_agent_8,0.0,59.0,536.0,83.0
2,,,1.0,24.0,household_agent_0,988.0,household_agent_8,0.0,93.0,452.0,117.0
3,,,2.0,24.0,generation_agent_3,812.0,household_agent_8,0.0,70.0,536.0,94.0
4,,,2.0,24.0,generation_agent_3,812.0,household_agent_8,0.0,104.0,276.0,128.0
5,,,101000.0,7254.0,household_agent_8,455.0,household_agent_10,71.0,48.0,455.0,7302.0
6,,,100000.0,9722.0,household_agent_8,988.0,household_agent_0,83.0,49.0,536.0,9771.0
7,,,100000.0,9722.0,household_agent_8,988.0,household_agent_0,83.0,83.0,452.0,9805.0
8,,,100001.0,9756.0,household_agent_8,988.0,household_agent_0,117.0,61.0,536.0,9817.0
9,,,100001.0,9756.0,household_agent_8,988.0,household_agent_0,117.0,95.0,452.0,9851.0
10,,,101600.0,10932.0,household_agent_8,812.0,generation_agent_3,94.0,49.0,536.0,10981.0
11,,,101600.0,10932.0,household_agent_8,812.0,generation_agent_3,94.0,83.0,276.0,11015.0
12,,,101601.0,10966.0,household_agent_8,812.0,generation_agent_3,128.0,61.0,536.0,11027.0
13,,,101601.0,10966.0,household_agent_8,812.0,generation_agent_3,128.0,95.0,276.0,11061.0
