,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-08-04 19:11:31.929652,,,,,,,,,
1,Simulation configuration ID,0454fc74-f45a-4859-ac62-dd77647bc752,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 15 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,48.0,generation_agent_0,205.0,generation_agent_1,0.0,58.0,205.0,106.0
1,,,9.0,48.0,generation_agent_2,681.0,generation_agent_1,0.0,71.0,536.0,119.0
2,,,9.0,48.0,generation_agent_2,681.0,generation_agent_1,0.0,105.0,145.0,153.0
3,,,101300.0,27238.0,generation_agent_1,205.0,generation_agent_0,106.0,47.0,205.0,27285.0
4,,,101500.0,29413.0,generation_agent_1,681.0,generation_agent_2,119.0,49.0,536.0,29462.0
5,,,101500.0,29413.0,generation_agent_1,681.0,generation_agent_2,119.0,83.0,145.0,29496.0
6,,,101501.0,29447.0,generation_agent_1,681.0,generation_agent_2,153.0,62.0,536.0,29509.0
7,,,101501.0,29447.0,generation_agent_1,681.0,generation_agent_2,153.0,96.0,145.0,29543.0
