,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-07-30 19:30:56.114588,,,,,,,,,
1,Simulation configuration ID,ec06c90f-1d29-4c76-8ec9-bf2bf002f991,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 15 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,3.0,65.0,household_agent_0,77.0,household_agent_12,0.0,80.0,91.0,170.0
1,,,12.0,65.0,household_agent_0,145.0,household_agent_12,0.0,59.0,145.0,124.0
2,,,13.0,65.0,household_agent_1,109.0,household_agent_12,0.0,69.0,109.0,134.0
3,,,14.0,65.0,generation_agent_3,150.0,household_agent_12,0.0,80.0,150.0,145.0
4,,,100000.0,26956.0,household_agent_12,145.0,household_agent_0,124.0,47.0,145.0,27003.0
5,,,100100.0,13489.0,household_agent_12,109.0,household_agent_1,134.0,47.0,109.0,13536.0
6,,,101600.0,28265.0,household_agent_12,150.0,generation_agent_3,145.0,47.0,150.0,28312.0
