,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-08-04 03:55:56.343783,,,,,,,,,
1,Simulation configuration ID,233848bb-bfd4-4374-8af4-f45235c98858,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 15 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,34.0,generation_agent_0,703.0,generation_agent_1,0.0,60.0,536.0,94.0
1,,,8.0,34.0,generation_agent_0,703.0,generation_agent_1,0.0,94.0,167.0,128.0
2,,,9.0,34.0,generation_agent_2,872.0,generation_agent_1,0.0,72.0,536.0,106.0
3,,,9.0,34.0,generation_agent_2,872.0,generation_agent_1,0.0,106.0,336.0,140.0
4,,,101300.0,157.0,generation_agent_1,703.0,generation_agent_0,94.0,50.0,536.0,207.0
5,,,101300.0,157.0,generation_agent_1,703.0,generation_agent_0,94.0,84.0,167.0,241.0
6,,,101301.0,191.0,generation_agent_1,703.0,generation_agent_0,128.0,63.0,536.0,254.0
7,,,101301.0,191.0,generation_agent_1,703.0,generation_agent_0,128.0,98.0,167.0,289.0
8,,,101500.0,198.0,generation_agent_1,872.0,generation_agent_2,106.0,51.0,536.0,249.0
9,,,101500.0,198.0,generation_agent_1,872.0,generation_agent_2,106.0,85.0,336.0,283.0
10,,,101501.0,232.0,generation_agent_1,872.0,generation_agent_2,140.0,64.0,536.0,296.0
11,,,101501.0,232.0,generation_agent_1,872.0,generation_agent_2,140.0,98.0,336.0,330.0
