,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-08-03 17:11:28.028529,,,,,,,,,
1,Simulation configuration ID,beddd241-eee8-46d5-969e-ed7fe74a7b95,,,,,,,,,
2,Network,SimbenchNetwork_5G_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 15 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,32.0,57.0,household_agent_3,72.0,generation_agent_2,0.0,52.0,72.0,109.0
1,,,33.0,57.0,household_agent_6,75.0,generation_agent_2,0.0,63.0,75.0,120.0
2,,,34.0,57.0,household_agent_10,144.0,generation_agent_2,0.0,96.0,144.0,153.0
3,,,35.0,57.0,household_agent_8,174.0,generation_agent_2,0.0,118.0,174.0,175.0
4,,,36.0,57.0,household_agent_12,134.0,generation_agent_2,0.0,151.0,134.0,208.0
5,,,37.0,57.0,generation_agent_0,88.0,generation_agent_2,0.0,167.0,88.0,224.0
6,,,38.0,57.0,generation_agent_1,146.0,generation_agent_2,0.0,173.0,146.0,230.0
7,,,39.0,57.0,generation_agent_3,50.0,generation_agent_2,0.0,206.0,50.0,263.0
8,,,100300.0,74420.0,generation_agent_2,72.0,household_agent_3,109.0,47.0,72.0,74467.0
9,,,100600.0,266708.0,generation_agent_2,75.0,household_agent_6,120.0,47.0,75.0,266755.0
10,,,101000.0,75429.0,generation_agent_2,144.0,household_agent_10,153.0,47.0,144.0,75476.0
11,,,100800.0,240996.0,generation_agent_2,174.0,household_agent_8,175.0,47.0,174.0,241043.0
12,,,101200.0,286577.0,generation_agent_2,134.0,household_agent_12,208.0,47.0,134.0,286624.0
13,,,101300.0,233908.0,generation_agent_2,88.0,generation_agent_0,224.0,47.0,88.0,233955.0
14,,,101400.0,252502.0,generation_agent_2,146.0,generation_agent_1,230.0,47.0,146.0,252549.0
15,,,101600.0,196802.0,generation_agent_2,50.0,generation_agent_3,263.0,41.0,50.0,196843.0
