,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-08-03 11:31:29.861421,,,,,,,,,
1,Simulation configuration ID,22a3f272-36e7-45cf-b7c3-21519b7749fa,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 15 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 50 B,upper bound = 200 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,83.0,aggregator_agent,176.0,market_agent,0.0,19.0,176.0,102.0
1,,,20.0,900223.0,aggregator_agent,102.0,market_agent,0.0,19.0,102.0,900242.0
2,,,40.0,1800401.0,aggregator_agent,88.0,market_agent,0.0,19.0,88.0,1800420.0
3,,,60.0,2700628.0,aggregator_agent,100.0,market_agent,0.0,19.0,100.0,2700647.0
4,,,1.0,115.0,household_agent_11,134.0,aggregator_agent,0.0,47.0,134.0,162.0
5,,,2.0,115.0,household_agent_7,122.0,aggregator_agent,0.0,58.0,122.0,173.0
6,,,3.0,115.0,household_agent_12,97.0,aggregator_agent,0.0,69.0,97.0,184.0
7,,,4.0,115.0,household_agent_0,194.0,aggregator_agent,0.0,124.0,194.0,239.0
8,,,5.0,115.0,household_agent_1,79.0,aggregator_agent,0.0,168.0,79.0,283.0
9,,,6.0,115.0,generation_agent_0,98.0,aggregator_agent,0.0,179.0,98.0,294.0
10,,,7.0,115.0,generation_agent_1,186.0,aggregator_agent,0.0,190.0,186.0,305.0
11,,,8.0,115.0,generation_agent_2,72.0,aggregator_agent,0.0,234.0,72.0,349.0
12,,,9.0,115.0,generation_agent_3,75.0,aggregator_agent,0.0,273.0,75.0,388.0
13,,,10.0,153.0,household_agent_11,166.0,aggregator_agent,0.0,53.0,166.0,206.0
14,,,11.0,153.0,household_agent_7,166.0,aggregator_agent,0.0,64.0,166.0,217.0
15,,,12.0,153.0,household_agent_12,155.0,aggregator_agent,0.0,75.0,155.0,228.0
16,,,13.0,153.0,household_agent_0,114.0,aggregator_agent,0.0,119.0,114.0,272.0
17,,,14.0,153.0,household_agent_1,73.0,aggregator_agent,0.0,163.0,73.0,316.0
18,,,15.0,153.0,generation_agent_0,189.0,aggregator_agent,0.0,174.0,189.0,327.0
19,,,16.0,153.0,generation_agent_1,96.0,aggregator_agent,0.0,185.0,96.0,338.0
20,,,17.0,153.0,generation_agent_2,68.0,aggregator_agent,0.0,230.0,68.0,383.0
21,,,18.0,153.0,generation_agent_3,156.0,aggregator_agent,0.0,269.0,156.0,422.0
22,,,19.0,223.0,market_agent,151.0,aggregator_agent,0.0,22.0,151.0,245.0
23,,,21.0,900272.0,household_agent_11,79.0,aggregator_agent,0.0,47.0,79.0,900319.0
24,,,22.0,900272.0,household_agent_7,169.0,aggregator_agent,0.0,58.0,169.0,900330.0
25,,,23.0,900272.0,household_agent_12,59.0,aggregator_agent,0.0,69.0,59.0,900341.0
26,,,24.0,900272.0,household_agent_0,147.0,aggregator_agent,0.0,80.0,147.0,900352.0
27,,,25.0,900272.0,household_agent_1,69.0,aggregator_agent,0.0,102.0,69.0,900374.0
28,,,26.0,900272.0,generation_agent_0,172.0,aggregator_agent,0.0,168.0,172.0,900440.0
29,,,27.0,900272.0,generation_agent_1,64.0,aggregator_agent,0.0,173.0,64.0,900445.0
30,,,28.0,900272.0,generation_agent_2,51.0,aggregator_agent,0.0,184.0,51.0,900456.0
31,,,29.0,900272.0,generation_agent_3,101.0,aggregator_agent,0.0,223.0,101.0,900495.0
32,,,30.0,900346.0,household_agent_11,107.0,aggregator_agent,0.0,39.0,107.0,900385.0
33,,,31.0,900346.0,household_agent_7,84.0,aggregator_agent,0.0,50.0,84.0,900396.0
34,,,32.0,900346.0,household_agent_12,180.0,aggregator_agent,0.0,61.0,180.0,900407.0
35,,,33.0,900346.0,household_agent_0,130.0,aggregator_agent,0.0,72.0,130.0,900418.0
36,,,34.0,900346.0,household_agent_1,69.0,aggregator_agent,0.0,88.0,69.0,900434.0
37,,,35.0,900346.0,generation_agent_0,161.0,aggregator_agent,0.0,132.0,161.0,900478.0
38,,,36.0,900346.0,generation_agent_1,169.0,aggregator_agent,0.0,138.0,169.0,900484.0
39,,,37.0,900346.0,generation_agent_2,122.0,aggregator_agent,0.0,149.0,122.0,900495.0
40,,,38.0,900346.0,generation_agent_3,61.0,aggregator_agent,0.0,188.0,61.0,900534.0
41,,,39.0,900401.0,market_agent,169.0,aggregator_agent,0.0,23.0,169.0,900424.0
42,,,41.0,1800489.0,household_agent_11,192.0,aggregator_agent,0.0,47.0,192.0,1800536.0
43,,,42.0,1800489.0,household_agent_7,70.0,aggregator_agent,0.0,52.0,70.0,1800541.0
44,,,43.0,1800489.0,household_agent_12,141.0,aggregator_agent,0.0,63.0,141.0,1800552.0
45,,,44.0,1800489.0,household_agent_0,126.0,aggregator_agent,0.0,80.0,126.0,1800569.0
46,,,45.0,1800489.0,household_agent_1,168.0,aggregator_agent,0.0,135.0,168.0,1800624.0
47,,,46.0,1800489.0,generation_agent_0,146.0,aggregator_agent,0.0,146.0,146.0,1800635.0
48,,,47.0,1800489.0,generation_agent_1,182.0,aggregator_agent,0.0,157.0,182.0,1800646.0
49,,,48.0,1800489.0,generation_agent_2,86.0,aggregator_agent,0.0,212.0,86.0,1800701.0
50,,,49.0,1800489.0,generation_agent_3,178.0,aggregator_agent,0.0,257.0,178.0,1800746.0
51,,,50.0,1800535.0,household_agent_11,50.0,aggregator_agent,0.0,45.0,50.0,1800580.0
52,,,51.0,1800535.0,household_agent_7,106.0,aggregator_agent,0.0,56.0,106.0,1800591.0
53,,,52.0,1800535.0,household_agent_12,90.0,aggregator_agent,0.0,67.0,90.0,1800602.0
54,,,53.0,1800535.0,household_agent_0,56.0,aggregator_agent,0.0,78.0,56.0,1800613.0
55,,,54.0,1800535.0,household_agent_1,171.0,aggregator_agent,0.0,133.0,171.0,1800668.0
56,,,55.0,1800535.0,generation_agent_0,53.0,aggregator_agent,0.0,144.0,53.0,1800679.0
57,,,56.0,1800535.0,generation_agent_1,57.0,aggregator_agent,0.0,155.0,57.0,1800690.0
58,,,57.0,1800535.0,generation_agent_2,196.0,aggregator_agent,0.0,200.0,196.0,1800735.0
59,,,58.0,1800535.0,generation_agent_3,143.0,aggregator_agent,0.0,245.0,143.0,1800780.0
60,,,59.0,1800628.0,market_agent,79.0,aggregator_agent,0.0,24.0,79.0,1800652.0
61,,,61.0,2700789.0,household_agent_11,199.0,aggregator_agent,0.0,47.0,199.0,2700836.0
62,,,62.0,2700789.0,household_agent_7,107.0,aggregator_agent,0.0,63.0,107.0,2700852.0
63,,,63.0,2700789.0,household_agent_12,113.0,aggregator_agent,0.0,69.0,113.0,2700858.0
64,,,64.0,2700789.0,household_agent_0,109.0,aggregator_agent,0.0,80.0,109.0,2700869.0
65,,,65.0,2700789.0,household_agent_1,183.0,aggregator_agent,0.0,140.0,183.0,2700929.0
66,,,66.0,2700789.0,generation_agent_0,67.0,aggregator_agent,0.0,151.0,67.0,2700940.0
67,,,67.0,2700789.0,generation_agent_1,85.0,aggregator_agent,0.0,162.0,85.0,2700951.0
68,,,68.0,2700789.0,generation_agent_2,155.0,aggregator_agent,0.0,211.0,155.0,2701000.0
69,,,69.0,2700789.0,generation_agent_3,139.0,aggregator_agent,0.0,256.0,139.0,2701045.0
70,,,70.0,2700837.0,household_agent_11,140.0,aggregator_agent,0.0,48.0,140.0,2700885.0
71,,,71.0,2700837.0,household_agent_7,51.0,aggregator_agent,0.0,64.0,51.0,2700901.0
72,,,72.0,2700837.0,household_agent_12,166.0,aggregator_agent,0.0,70.0,166.0,2700907.0
73,,,73.0,2700837.0,household_agent_0,123.0,aggregator_agent,0.0,81.0,123.0,2700918.0
74,,,74.0,2700837.0,household_agent_1,87.0,aggregator_agent,0.0,130.0,87.0,2700967.0
75,,,75.0,2700837.0,generation_agent_0,75.0,aggregator_agent,0.0,141.0,75.0,2700978.0
76,,,76.0,2700837.0,generation_agent_1,85.0,aggregator_agent,0.0,152.0,85.0,2700989.0
77,,,77.0,2700837.0,generation_agent_2,188.0,aggregator_agent,0.0,197.0,188.0,2701034.0
78,,,78.0,2700837.0,generation_agent_3,70.0,aggregator_agent,0.0,242.0,70.0,2701079.0
79,,,79.0,2700869.0,market_agent,87.0,aggregator_agent,0.0,22.0,87.0,2700891.0
80,,,101100.0,13043.0,aggregator_agent,134.0,household_agent_11,162.0,47.0,134.0,13090.0
81,,,101101.0,905475.0,aggregator_agent,79.0,household_agent_11,900319.0,47.0,79.0,905522.0
82,,,101102.0,1825856.0,aggregator_agent,192.0,household_agent_11,1800536.0,47.0,192.0,1825903.0
83,,,101103.0,2707722.0,aggregator_agent,199.0,household_agent_11,2700836.0,47.0,199.0,2707769.0
84,,,100700.0,29796.0,aggregator_agent,122.0,household_agent_7,173.0,47.0,122.0,29843.0
85,,,100701.0,908318.0,aggregator_agent,169.0,household_agent_7,900330.0,47.0,169.0,908365.0
86,,,100702.0,1828887.0,aggregator_agent,70.0,household_agent_7,1800541.0,47.0,70.0,1828934.0
87,,,100703.0,2703281.0,aggregator_agent,107.0,household_agent_7,2700852.0,47.0,107.0,2703328.0
88,,,101200.0,1224.0,aggregator_agent,97.0,household_agent_12,184.0,47.0,97.0,1271.0
89,,,101201.0,915083.0,aggregator_agent,59.0,household_agent_12,900341.0,47.0,59.0,915130.0
90,,,101202.0,1818017.0,aggregator_agent,141.0,household_agent_12,1800552.0,47.0,141.0,1818064.0
91,,,101203.0,2725439.0,aggregator_agent,113.0,household_agent_12,2700858.0,47.0,113.0,2725486.0
92,,,100000.0,7019.0,aggregator_agent,194.0,household_agent_0,239.0,47.0,194.0,7066.0
93,,,100001.0,925025.0,aggregator_agent,147.0,household_agent_0,900352.0,47.0,147.0,925072.0
94,,,100002.0,1811624.0,aggregator_agent,126.0,household_agent_0,1800569.0,47.0,126.0,1811671.0
95,,,100003.0,2730771.0,aggregator_agent,109.0,household_agent_0,2700869.0,47.0,109.0,2730818.0
96,,,100100.0,23350.0,aggregator_agent,79.0,household_agent_1,283.0,47.0,79.0,23397.0
97,,,100101.0,912128.0,aggregator_agent,69.0,household_agent_1,900374.0,47.0,69.0,912175.0
98,,,100102.0,1826019.0,aggregator_agent,168.0,household_agent_1,1800624.0,47.0,168.0,1826066.0
99,,,100103.0,2710678.0,aggregator_agent,183.0,household_agent_1,2700929.0,47.0,183.0,2710725.0
100,,,101300.0,13017.0,aggregator_agent,98.0,generation_agent_0,294.0,47.0,98.0,13064.0
101,,,101301.0,920383.0,aggregator_agent,172.0,generation_agent_0,900440.0,47.0,172.0,920430.0
102,,,101302.0,1829392.0,aggregator_agent,146.0,generation_agent_0,1800635.0,47.0,146.0,1829439.0
103,,,101303.0,2702371.0,aggregator_agent,67.0,generation_agent_0,2700940.0,47.0,67.0,2702418.0
104,,,101400.0,15956.0,aggregator_agent,186.0,generation_agent_1,305.0,47.0,186.0,16003.0
105,,,101401.0,929152.0,aggregator_agent,64.0,generation_agent_1,900445.0,47.0,64.0,929199.0
106,,,101402.0,1812278.0,aggregator_agent,182.0,generation_agent_1,1800646.0,47.0,182.0,1812325.0
107,,,101403.0,2716414.0,aggregator_agent,85.0,generation_agent_1,2700951.0,47.0,85.0,2716461.0
108,,,101500.0,12565.0,aggregator_agent,72.0,generation_agent_2,349.0,47.0,72.0,12612.0
109,,,101501.0,913164.0,aggregator_agent,51.0,generation_agent_2,900456.0,47.0,51.0,913211.0
110,,,101502.0,1816762.0,aggregator_agent,86.0,generation_agent_2,1800701.0,47.0,86.0,1816809.0
111,,,101503.0,2708034.0,aggregator_agent,155.0,generation_agent_2,2701000.0,47.0,155.0,2708081.0
112,,,101600.0,7165.0,aggregator_agent,75.0,generation_agent_3,388.0,47.0,75.0,7212.0
113,,,101601.0,915889.0,aggregator_agent,101.0,generation_agent_3,900495.0,47.0,101.0,915936.0
114,,,101602.0,1808991.0,aggregator_agent,178.0,generation_agent_3,1800746.0,47.0,178.0,1809038.0
115,,,101603.0,2719729.0,aggregator_agent,139.0,generation_agent_3,2701045.0,47.0,139.0,2719776.0
