,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-08-04 11:27:54.517027,,,,,,,,,
1,Simulation configuration ID,e83b1238-97a1-42f9-acfc-1967c5507761,,,,,,,,,
2,Network,SimbenchNetwork_LTE450_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Small World Overlay Topology with 15 agents and p = 0.5,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,DECENTRALIZED,,,,,,,,,
0,,,8.0,37.0,household_agent_7,332.0,household_agent_8,0.0,58.0,332.0,95.0
1,,,9.0,37.0,generation_agent_3,708.0,household_agent_8,0.0,71.0,536.0,108.0
2,,,9.0,37.0,generation_agent_3,708.0,household_agent_8,0.0,105.0,172.0,142.0
3,,,100700.0,1060.0,household_agent_8,332.0,household_agent_7,95.0,47.0,332.0,1107.0
4,,,101600.0,682.0,household_agent_8,708.0,generation_agent_3,108.0,49.0,536.0,731.0
5,,,101600.0,682.0,household_agent_8,708.0,generation_agent_3,108.0,83.0,172.0,765.0
6,,,101601.0,716.0,household_agent_8,708.0,generation_agent_3,142.0,61.0,536.0,777.0
7,,,101601.0,716.0,household_agent_8,708.0,generation_agent_3,142.0,95.0,172.0,811.0
