,Parameter,Value,msgId,timeSend_ms,receiver,packetSize_B_x,sender,calculationStart_ms,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-08-01 18:54:25.965846,,,,,,,,,
1,Simulation configuration ID,bd58aea7-78c5-4871-b784-a2b8d249c915,,,,,,,,,
2,Network,SimbenchNetwork_LTE_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Complete Overlay Topology with 15 agents,,,,,,,,,
4,Agent communication pattern,MarketParticipation,,,,,,,,,
5,Trigger Type,TIME_TRIGGERED,,,,,,,,,
6,Data size generator,"In interval data size generator with lower bound = 8 B,upper bound = 50 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,3600000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,3.0,aggregator_agent,28.0,market_agent,0.0,19.0,28.0,22.0
1,,,20.0,900222.0,aggregator_agent,47.0,market_agent,0.0,19.0,47.0,900241.0
2,,,40.0,1800453.0,aggregator_agent,29.0,market_agent,0.0,19.0,29.0,1800472.0
3,,,60.0,2700619.0,aggregator_agent,15.0,market_agent,0.0,19.0,15.0,2700638.0
4,,,1.0,82.0,household_agent_2,16.0,aggregator_agent,0.0,47.0,16.0,129.0
5,,,2.0,82.0,household_agent_11,35.0,aggregator_agent,0.0,52.0,35.0,134.0
6,,,3.0,82.0,household_agent_8,15.0,aggregator_agent,0.0,58.0,15.0,140.0
7,,,4.0,82.0,household_agent_3,32.0,aggregator_agent,0.0,69.0,32.0,151.0
8,,,5.0,82.0,household_agent_6,21.0,aggregator_agent,0.0,74.0,21.0,156.0
9,,,6.0,82.0,generation_agent_0,36.0,aggregator_agent,0.0,80.0,36.0,162.0
10,,,7.0,82.0,generation_agent_1,32.0,aggregator_agent,0.0,91.0,32.0,173.0
11,,,8.0,82.0,generation_agent_2,37.0,aggregator_agent,0.0,96.0,37.0,178.0
12,,,9.0,82.0,generation_agent_3,44.0,aggregator_agent,0.0,102.0,44.0,184.0
13,,,10.0,181.0,household_agent_2,17.0,aggregator_agent,0.0,47.0,17.0,228.0
14,,,11.0,181.0,household_agent_11,39.0,aggregator_agent,0.0,58.0,39.0,239.0
15,,,12.0,181.0,household_agent_8,46.0,aggregator_agent,0.0,74.0,46.0,255.0
16,,,13.0,181.0,household_agent_3,23.0,aggregator_agent,0.0,80.0,23.0,261.0
17,,,14.0,181.0,household_agent_6,35.0,aggregator_agent,0.0,85.0,35.0,266.0
18,,,15.0,181.0,generation_agent_0,22.0,aggregator_agent,0.0,91.0,22.0,272.0
19,,,16.0,181.0,generation_agent_1,45.0,aggregator_agent,0.0,102.0,45.0,283.0
20,,,17.0,181.0,generation_agent_2,13.0,aggregator_agent,0.0,107.0,13.0,288.0
21,,,18.0,181.0,generation_agent_3,22.0,aggregator_agent,0.0,113.0,22.0,294.0
22,,,19.0,222.0,market_agent,36.0,aggregator_agent,0.0,23.0,36.0,245.0
23,,,21.0,900324.0,household_agent_2,32.0,aggregator_agent,0.0,47.0,32.0,900371.0
24,,,22.0,900324.0,household_agent_11,27.0,aggregator_agent,0.0,52.0,27.0,900376.0
25,,,23.0,900324.0,household_agent_8,48.0,aggregator_agent,0.0,58.0,48.0,900382.0
26,,,24.0,900324.0,household_agent_3,46.0,aggregator_agent,0.0,63.0,46.0,900387.0
